utterance,hat
"Well , I hope you can find something else to be passionate about .",red
That's right . It'll probably work out to be about the same then anyway .,black
That ’ s fine ! Don ’ t worry about it !,white
It's no trouble at all because your house is on the way to my place .,black
It's a very good game .,yellow
"The market price for Tong House is around five thousand Hong Kong dollars per square foot , but it also depends on the internal layout and condition of the house .",black
I'm being attacked by hordes of cockroaches !,red
I don ’ t think we need too much in the way of soft drinks . Two super bottles of Cola should cover everyone . What about wine ?,green
"There ’ s a real mix of stories in the book . I haven ’ t finished all of them yet , though . Many of them are short detective stories , but there are also horror stories and sci-fi ones . If you give me your business card , I ’ ll make sure you get an advance copy to review .",black
"Will you call his wife and let her know so that if she is available , she can come too ?",black
That ’ s right .,yellow
We should write our skills and let the company know we are competent for the job .,white
I ’ m rather disappointed at not being able to see my best friend off .,red
"Why don ’ t you have a water or juice instead , so you don ’ t get dehydrated ?",green
"yes . Last Sunday I went to a nearby market . It was on open-air fair . I chanced upon this bag and bought it on the spot , without even trying to strike a bargain . I paid one hundred and twenty . And just now I was told by my Chinese colleagues I bought it overpriced . I could have talked my way to thirty .",red
This one comes with its own folding keyboard . It has a pre-installed handwriting recognition program . I can use the stylus to write on the screen .,yellow
"We can go fishing , chatting and camping .",yellow
Let's say about 6:00 ?,yellow
Oh yes and try lots of new food too .,green
Yes . I am going to have a summer vacation . Would you recommend some scenic spots to see ?,green
That ’ s so unfair ! __eou__,red
"Yes , it's me .",white
How is the new product ?,black
"Of course , I should have been more careful . I ’ m sorry . __eou__",red
"If I were in your position , I wouldn't give up an inch .",green
A growing keep-fit fever is sweeping over China . __eou__,yellow
A really dreadful accident and many people were killed .,red
"I know , but sometimes interviewers just want to hear you say it . Then you may be asked for your viewpoint on why you feel you are qualified for the job , give them all your qualifications and how you think they will fit the position you are applying for . Questions like what sort of experience do you have and what are your goals ? are closely related to this .",white
What will happen to the children if you break up ?,black
Do you think they'll become reconciled ?,white
I think they must have horrible lives . All the paparazzi take photos of them wherever they go and whatever they do . They must get sick of it .,black
I saw him last week . It seems he was a bit queer in the head .,white
"OK , I just want to brief you all on the travel market in Taiwan . To start with , generally speaking , the travel industry in Taiwan focuses mainly on tours . This segment of the industry is well developed .",black
Good . Let's shake hands on this successful transaction . __eou__,yellow
I thought you'd be a bit more excited about this . Everything will be paid for and I'll send my assistant with you to take care of everything for you . All you have to do it get on the train tonight a,black
Light music and classic music .,yellow
Do you prefer to work alone or as part of a team ?,black
Amazing ! I can imagine the feeling when I hear the smooth tune around my ears . __eou__,yellow
"No , I don ’ t think so . I know Mary . Once she makes a decision , she won ’ t change her mind .",white
"What ’ s wrong with climate ? Anyway , I think the sand storm happens more frequently these days than the years before . Can ’ t people do something to stop it ?",red
It's not what you're thinking . These events will give us a wider exposure than most . Take the tri-city marathon for starters . This is a highly publicized event . The television exposure alone will nearly double our customer awareness .,black
"Hi , Bob , this is John Lin .",white
I'm happy to help . __eou__,green
Has your family lived here for long ?,black
What should you do if you find out a man may has an illegal departure in exit control point ?,black
"No , it hasn't . It's very dirty .",red
That ’ s all right . __eou__,yellow
"Since we're late , let's go to see a film .",white
I just heard that you won the long-distance race . Congratulations on your victory .,white
We established the strict QC standards and we have followed it for about five years with good results .,black
Thank you very much . I will devote all my efforts to my work . __eou__,white
What was the most important thing you have learned at work ?,white
It ’ s the worst thing I ’ Ve ever tried . __eou__,red
"But wait , wait , will there be food that is not meat ? You know . I'm a vegetarian",green
"Sure . There's network of canals . And there are white walls , black tiles , small bridges , flowing rivers , flagstones roads , blue sky and white clouds . Few places have preserved the past like this place . Walking on the ancient road makes us back to our sense .",green
Well . There's a beauty contest in Thailand just for fat beauties .,green
"Yes , I'd like that , then .",green
"It's just too bad . I have to leave it as it is , and thank you just the same . __eou__",red
"Since last time we've climbed the mountain , we haven't gone out for a long time .",black
I can't remember that clearly . It probably be Charles ...,green
"Thanks , but I know falling in love is one thing while staying in love is another .",yellow
Take care ! Don't slip on the ground .,yellow
May I see your ticket please ?,white
"Well , the brown one is beautiful indeed , but I think the black one will suit you better .",green
Gosh ! I can see the flames !,red
that's nice . What do they have you doing over there ?,white
Here's 30 yuan for my ticket .,white
I ’ m so happy to hear that ! I knew we belong together . I love you so much . __eou__,yellow
"Yes , quality is even more than the quantity .",green
"if you study hard , I don't see why you wouldn't . Have you received any other offers ?",green
"Oh , she is going to be a great mother . __eou__",yellow
Nothing . It's just one of those days . Everyone at the office is sick and I'm getting blamed for work not being done .,red
"Come on ! In the two hours we've been here , you haven't sung even one song !",red
Yes . You know I ’ Ve been cooking more kind of food recently and I needed some extra space for spices and ingredients .,white
Thank you . Same to you .,yellow
"You didn't read their brochure or anything , did you ?",black
"Yes , I do . Go on .",green
"It belongs to the past . He lost his job the other day , and he ’ s up a tree now .",black
"No . That is something only true Catholics do.So if you come to the church as a visitor , you only listen to the service.But you shouldn't go up to the altar for the bread and wine.Only after someone joins the church , then they go up for the Eucharist .",black
I can't stand being with you any more . I'm sick of your drinking .,red
maybe it is for the best . They are not suitable for each other because they have nothing in common and are completely different people .,green
Fine . I ’ ll take the compact .,red
No doubt about it . Shopping online will get more and more popular . It's a real revolution about people's consuming habits .,green
I ’ m ready and willing to help . __eou__,yellow
"They are just been in friendly , when you are in Roman , do as the Romans do , that means you need to adapt to your enviroment .",white
Very much.What time ?,yellow
I have some problem with my work .,white
You haven't spent much time with Sophia lately . Are you speaking to each other at the moment ?,black
Where did you end up going ?,yellow
That ’ s all right . Hope you can do better tomorrow . __eou__,yellow
Thursday mornings are usually the slowest around here . Why don ’ t we set it for Thursday at 10:00 a . m . ?,green
"The weather is good now , but I think it's suppose to rain this afternoon .",yellow
"After the trouble I got into last year , no way .",black
"What do you think about the "" impossible is nothing "" billboard on the high street ?",white
Can you see what his schedule is like on Wednesday ? __eou__,white
"For me , growing up in a big family always made me yearn for attention . I always wanted to be an only child so that I could always do what I wanted and so that I wouldn ’ t ever have to share .",black
I ’ m pretty sure that Jim will turn out to be a good lawyer .,black
Nonsense ! There's no indication that he's in love with me .,red
I would like to know if there would be any opportunity to work abroad in the future ?,black
"Oh , Kate ! I ’ m sorry . It completely slipped my mind !",red
"Sorry , but do not worry . I think I can fix it . Just cut a little more off the temple .",red
"Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them .",black
What is the difference ?,black
"Yes , I used to work as an assistant lawyer for Tienda Law Office . __eou__",black
It's the fourth one this year . Isn't it horrible .,red
"Yeah , I'm eager to learn Chinese , but it is too difficult for me .",white
His parents must feel very happy . __eou__,yellow
I can't believe this for it's been 20 years since we got married . __eou__,yellow
We thought it would be fun to have a pool party at Jay's house .,yellow
Shall we need at one fifteen this Thursday ?,white
I suppose you like cinematography and costumes and that sort of stuff ?,black
It's seriously good . __eou__,white
What are you and Corey doing for Valentine ’ s Day this Friday ?,white
The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! __eou__,white
That wouldn ’ t be a lie ! __eou__,red
Good . Now you can pick classes by yourself . __eou__,green
Rock music really leaves me cold . What about you ?,white
Do you really think the Dalai Lama sent that ? I'm tired of all these forwards .,red
Well I ’ m definitely a team player as well as being highly self-motivated . I believe this company can fulfill my long-term goals and offer me great upward mobility . Therefore you will find in me __eou__,white
When I quarrel with my husband . He didn't even try to cool me out .,red
I am sorry I am so late to work .,yellow
"It's too difficult to park your car in the city . Also , the traffic coming in from the suburbs is a nightmare . __eou__",black
Did you play football yesterday ?,white
"Honey , I ’ ll be right back !",white
We haven't had any problems so far . They offer a 24 - hour technical back-up service . We've called them in three times this month . They always arrive within a couple of hours .,black
"All you need to do is fill in the blanks correctly on the Continued Claim Form , and the EDD Office will take care of the rest .",black
It seems to me that you are on very good terms with him .,white
"We sing "" Happy Birthday "" at the party and have birthday cakes .",yellow
"Yeah , it ’ s gonna take you a while if you go by foot . I ’ d say it's about a 30 - minute uphill walk . You have to be as strong as a lion to make it .",green
I don't understand why I'm being arrested .,red
"Women have often played an important role in British history . Queen Elizabeth I built a navy strong enough to fight off the Spanish armada in 1588 . more recently , Margaret thatcher transformed british society in the 1980 ’ s .",black
I am afraid I can't I am going to be out all day .,red
The seats are excellent . We're right in the center .,yellow
I had some good financial news yesterday too .,white
His son is coming as well . He wants to go to university here in England so they will visit a few universities while they are here .,white
I have said that we will try our best . You can trust us . But you know her situation .,red
"Great ! I'll sing , and you can dance in our band . __eou__",yellow
"Great ! I must warn you though , whatever happens , don ’ t let me go on a drinking binge . Trust me , it ’ s not a pretty picture ! __eou__",yellow
What are we going to do now ?,red
Of course . First dial the code 011 to get an international line . Then you dial Taiwan's country code,green
"yes . One bedroom is for my wife and i . there ’ s another for our daughter . My wife wants to use the third one as a guest room , but I ’ d like to make it into a study . Our daughter is also keen on",green
"yeah , I quit my job , and started working from home . Recently I've got a project to deal with and don't have much time to work out .",black
That's fine . Then let's sign a contract . __eou__,yellow
Better than ever ! You won ’ t have to worry about “ finding ” extra money for me anymore ! We made nearly a quarter of million in profit last year !,yellow
"Well , I studied French at school , but I ’ Ve forgotten most of it . I learnt some Russian while I was studying there and now I study Spanish in evening classes . Do you speak Japanese at home with your pa",black
Don't mention it . It's been my pleasure .,white
"OK , but don't believe everything you see on The X-files , either !",white
"Oh , I've forgotten to tell you . The party is held every other week . And every family gives their own performance each time .",yellow
Cindy . We were going to try to surprise you for your birthday . But you ’ re just too busy ! Can you tell me when you ’ ll be free ?,black
It's unfair .,red
"I have four years study in the Department of Mechanical Engineering and it has given me a solid theory foundation . Moreover , I have worked at CAB Company for 4 years and got a lot of practical experience .",black
"I have to see the dentist . We have an appointment for this morning from 9 to 11 o ’ clock . So if there is any phone call , please pick up for me . If there is something urgent , tell them I will be back in two hours .",black
"Yes . If we get it , we'll really be set for success .",white
"All right . By the way , do you often dance ?",white
"Oh dear , I ’ m late . I have to be in the office by 8am .",red
So uncle Bill's wife is Jane's mother but not Sarah's mother . Right ?,white
"No , I ’ d rather go out . The Chinese food here is rather different from what I had at home . Maybe we can try some other food today ... What about that all-you-can-eat place we passed the other day , the one over in the shopping center ?",green
Let's play some music ! I feel like dancing .,green
I can ’ t stand being with you anymore . I'm sick of your drinking .,red
I understand that . But I hope that we can get to the bottom fo this and show Miss Brown that she misunderstood my reaction .,black
Do you mean the one near the health centre on Old Slate Road ?,black
I'm waiting ...,white
Absolutely . She's a teacher of aerobics . __eou__,yellow
I'm so nervous about this oral test .,red
"The movie starts at eight o ’ clock , so we have plenty of time to eat and get ready .",black
"Yeah , I got to eat as much pizza as I could for free . __eou__",white
Yes . It says it will be sunny all day . No sign of rain at all .,yellow
It will be the best as long as the weatherman is right . __eou__,yellow
Hey man ! How ’ s it hanging ?,white
"I am Mr . Foster , and we have a 7:00 dinner reservation tonight for four people .",white
Enough ! I can't wait anymore . __eou__,yellow
"No , that ’ s perfect . We can leave directly from here . __eou__",yellow
Excellent . I ’ ll see you on Thursday at 9 30 . __eou__,yellow
"well , let me know when you can get it fixed . I ’ d love to go for a ride in it ! __eou__",yellow
Please find out the reason as soon as possible . We are in bad need of it .,black
"Come home late one more time , and you'll find your stuff outside .",red
How depressed ! __eou__,red
"Can I have the ticket , please ? __eou__",red
It seems that nobody can always expect things to pan out well each time . __eou__,white
"It's exciting news ! If we find a second solar system , we might find a second earth !",yellow
"So , now we have covered all the important points .",black
Great . You can help me a lot with English .,green
"we spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel .",black
"well , my boyfriend was supposed to call me last night , but he never did .",red
No wonder your English is so good .,yellow
You are pretending !,white
"it's a popular game with some people , but I've never played it .",black
"Definitely , I ’ m really sorry . __eou__",red
"Oh , come on , Ultraman !",red
"Sorry , I can't give you an immediate answer on the matter . It's pending now .",black
"Well . there're actually over 200 kinds of folk collections in this city . That's half the collections of antique objects in China . There's one exhibition half for multiple collection , and several individual display rooms for private collectors .",black
"Well , I go jogging every morning , eat a healthful diet and work out in a gymnasium twice a week .",green
For God's sake ! It's too bloody . How can people be so cruel ?,red
What about this one ? It sells like hot cakes .,green
I'm going to see the doctor this weekend .,black
"Yes , five to six weeks .",black
Thanks for encouraging me . There are problems cropping up here and there . But I will overcome them one by one . __eou__,yellow
It's kind of you to meet me at the airport .,yellow
"Ok , I'll try that .",white
"On Friday morning , Mr . Wang , the director of Shanghai Research Institute , will visit you at the hotel . In the afternoon , you will discuss some problems with Mr . Yang , vice manager of computer corporation .",black
"Seriously , if we will adopt any animals , we'd gotta to talk to Daniel .",green
I'm glad you saw the reason . __eou__,white
"But you like a girl to be rich , surely ?",white
Can you tell which team seems to win ?,black
That's true . I should make sure my wife and baby stay healthy during this time . __eou__,white
Right . You can ’ t blame the tv stations for showing popular kinds of programs . They need to make money from advertisements shown during and between programs .,black
I ’ Ve ever seen a living being looked so thin .,white
"David , Chou .",white
What kind of business do you do ?,white
"I am doing great ! Thank you for asking , Joe .",white
"It's something relative hackers . I often hear people talking about them , but I don't know much about them .",black
And my writing is not good . I feel so frustrated .,red
The pile is over ten feet high . I am afraid it will fall all over and bury you underneath it if I put this file on top of it .,black
"I main market reasearch , and you ?",yellow
"No , I don't . I just don't know how to handle this . This is my first time , you know .",red
So we should take the advantage of it . __eou__,green
That is right up my alley . You say party and I'm there .,yellow
"It's me , Ali . There's this strange guy who keeps coming around . He's been here three times this week .",red
I hear scientists in the US have discovered a new AIDS vaccine .,black
"Yeah , oh my god ! It's still there . We have our first date right on there .",yellow
Pretty good . I ’ Ve just had my new poems published .,yellow
Come on ! What have you got to lose ?,red
"Actually , would you mind looking after my pet tarantula and snake for a couple of weeks ?",white
And they lack originality . Talent shows like ' Super Girl ' and ' Super Boy ' are largely clones of ' The American Idol ' .,green
The form has a map on the back . You may specify your top four choices.We will give a spot in the lot that has an opening .,green
"Hey , Mary , nice to see you again . I heard you're going back home to the U . S .",yellow
"Well , maybe I can help . Remember my neighbor ?",yellow
"Willing to help , maybe , but not as helpful as you think .",white
How do I look in this new dress ?,black
even the roller coasters that go through tunnels in the dark ?,green
I'm phoning about the factory visit next Friday . What should I do when I arrive ?,black
"Now , move the couch around and turn it upside down .",green
Would you like to have dinner with me tonight ?,yellow
"Hi , Ellen ! How is it going ?",white
He always likes to say something as if all his geese are swans .,black
I could teach you how to cook something healthy . Frozen pizza are so bad for you !,green
"I had a pretty strict upbringing , and my parents taught at universities so they have extremely high expectations for me .",black
"just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon !",black
We'll have to talk this over some more . __eou__,white
"Nope , I ’ m canceling my appointment so that I can stay here with you . __eou__",white
Thank you for calling me . I will be there on time .,yellow
"Well , you made a good choice . Coming to us , I mean . We have a full range of products from cosmetics to skin cleansers and moisturizers .",green
"I ’ Ve got all the presents I need , and my family is working together to get all the food ready . That ’ s easy ; but I have another problem to deal with .",green
What do you think of the new television channel ? Aren't the programs awful ?,red
He must be all over you the first time he saw you .,yellow
not a single email until now ? it's already twelve o'clock . I can't believe it !,black
"It is said that the Cowherd and the Spinster , the lover stars in heaven , can only meet on the seventh Eve , so this day has become the Lover's Day . __eou__",green
"Every day I have less money ! I haven't spent anything , it is just melting away because of the shifts in exchange rate .",red
Is this where we'll be holding the meeting ?,white
Do you think I believe the story like that ?,red
Indeed . He's strict with himself too . We can see every lecture of his is well-prepared . __eou__,green
Professor Wang looks so handsome today . He is wearing a light brown suit and a pink tie .,yellow
"That ’ s really interesting , you have to play for me some time .",yellow
"Soup does the body good , sweetie . It's what you need when you're under the weather . __eou__",green
"Oh , I see.Thank you . __eou__",yellow
"Well , in fact it's fun for us to just be together that night and do this one thing .",green
"Well , I came to know a girl three weeks ago . We have so much in common .",black
And what about the number of people on the streets ?,black
Those guys thought they would never lose . But we finally beat them . And look at them crying now .,yellow
I stayed in L . A . and it was sunny the entire weekend . We spent most of the time at home but we did go see King Kong on Christmas day .,black
How do you know that I didn ’ t try ? I just couldn ’ t manage it . __eou__,red
I'm afraid it is . So you will have to pay two yuan extra . The total charge is four yuan .,red
I had a wonderful time . __eou__,yellow
"Yes , look over there . That's the Empire State Building . My book says it's 102 stories tall .",yellow
That's unbelievable . Why did this happen ?,white
Isn't there anything that sounds fishy ?,red
"Sorry , we ' re sold out right now.Please come back next week .",red
Let's go and try now ! __eou__,yellow
"Anthony , you were caught making international calls from the office phone , you called in sick in eight times this month and you smell like alcohol ! __eou__",red
That is what I want to say .,yellow
"Oh , you are such a dog ! __eou__",red
All right . I'll get it . __eou__,white
"That's true , I guess . If I didn't have to work , I think I would be happy .",white
I'm sorry . I can't . What does the note say .,red
Then he become angry with you ?,white
For crying out loud ... How fast are we losing money ?,red
"Yeah , that is the holiday is hot , isn't it ? __eou__",yellow
They suddenly become shy when they speak to boys .,green
Your knowledge of English is really surprising .,yellow
So what ? It only makes her look cheap and vulgar .,yellow
I'm scared that she might not come back .,red
"Come on , Dad , I need thirty thousand . I wanna get into the market . You know , I ’ m tired of hearing all this news about the economic downturn , the inevitable recession , people stuffing their money in their mattresses . I look at this as an opportunity . This is a chance for me to get a jump start on building my nest egg .",green
How do you think the education you've received will contribute to your work in this institution ?,white
"It's my health-conscious lunch , good for my health and beauty .",yellow
"And so , that concludes my outline for our marketing strategy next year . Thank you very much for your time .",yellow
"No , Miss Anna , you must let me say how lovely you are ! What's wrong with that ?",yellow
Sorry . __eou__,red
"Yes , please . __eou__",white
It would be better if you watched out for yourself . I might forget . __eou__,green
Your tie is handsome .,white
How about the new bar across road ?,black
Congratulations ! This is your first interview ever .,yellow
"Ok . This is your cubicle . At first , you ’ ll be responsible to me . Later , you ’ ll be working more independently .",white
Is she coming ?,white
"I am sorry , we will change yours for a new one . __eou__",red
Is it possible for someone to come a little earlier ?,green
It's really very easy saying you're sorry .,red
Just what ? Stop beating around the bush . Tell me what you want to know .,black
That's OK . I'll have a glass of water .,yellow
Good idea . It is convenient and fast .,white
Our usual supplier has let us down and I ’ Ve been looking through your parts catalogue . I need fifty GT670s . How soon can you deliver ?,black
"You know how much I want to be on the team , and now there is an opening for me.If I don't go to practise today.They ' ll get someone else and I'll miss my chance .",white
"Oh , you mean palm reading 5 . I've seen that before , but I don't believe in it .",black
"I'm going to work with my father at the store . In the evening , I'll read books.On weekends , I'll go to the beach with my family .",black
That's what I do .,yellow
My wife gave birth to our first child today .,yellow
"Well I always hear it on the radio , so I started to get into it .",black
That is truly amazing ! __eou__,white
"Well , thank you very much but I thought l'd try and chair the meeting by the rule — at least for a while .",white
That's great . Thank you very much . __eou__,yellow
"Well , it's just that she put a lot of makeup on her face . Actually , natural beauty comes from within .",red
that's good to know . Why do you think you ’ re qualified for this position ?,white
For the bank manager ?,white
We have read about this in your sales literature . Could you give us some idea of your prices ?,black
Great ! I can't wait . __eou__,yellow
I'm afraid he's away from his desk at the moment .,white
"Of course . Generally speaking , dressing should be tidy and neat , and match well with your identity , age , and experience .",white
"( After they enter the park ) Oh , it's so quiet here.We have the park to ourselves , only you and me !",green
I'm glad to hear that . We are trying to give you a favourable one .,white
"Well , we have some handmade products . Let me show you some .",green
"most of the things were household appliance . You know , everything from an iron through a vacuum cleaner to a cooker . I think it ’ s an excellent way for everyone who knows the couple to help",green
Your own kids would get Suzy's cold . I think it would be better to have a good babysitter here . But I don't know who to ask . I need someone more mature than Jill . It might even be for two or three days .,white
I didn't like it . Not a bit . I couldn't stand the music . Besides the story was so boring that it put me to sleep .,black
I'm so sorry . I have no idea of it . I washed silk dress the first time . I'll buy a new one for you or I'll give you money .,red
He always wears an extremely becoming suit with tie .,yellow
I'd be glad to . What is it ? __eou__,green
Then the axiom - ' You can't teach an old dog new tricks ' doesn't work any longer .,green
"That ’ s just it , I ’ m not happy anymore , Tim . It ’ s not you , it ’ s me . I know that I can be hard to deal with , and you are a great guy ! You are the type of guy that any woman would kill for !",red
Isn't it awful ? I can't bear to look at it . I don't think I can stand this place for two weeks .,red
do you have a balcony ?,white
I'm going to help him .,white
"Let's see . You are importing fifty containers of textiles from China . They should be able to place your order before the end of next week . It will take 2 days for shipping to the port city of Ningpo . The freight will take 3 weeks on the open ocean and will arrive in Los Angeles approximately a month from today . Domestic shipping will be your responsibility , you can make arrangements with the pier in Los Angeles .",black
"OK . There are five people in my family , Father , mother , elder brother , younger sister and I .",black
Banana pie .,green
"Our copying machines are too slow , our telephone system is limited in function , and our offices are not well-equipped for us to work efficiently . To improve the offices for higher efficiency , we have to change all the chairs and some of the desks also , redesign our office so that we may have more space .",green
Thanks . I'm so excited . We've been trying for 8 months now .,white
"She is so beautiful , isn't she ?",yellow
I'm afraid you can't . You'll have to go out there and walk around .,red
"I like talking to you , too .",white
What ? I don't get it ...,black
"Come on in.Let me show you the house.Isn ' t it something ? Spacious , bright and clean.And the walls were newly painted.Have you ever seen such a nice house ?",green
"May , my grandpa is ill . I will go to look after him . Catch you later !",white
Excuse me ? I hope I didn't just hear what I think I just heard .,red
ok . I'll make the arrangements . It will be great .,yellow
But I just want to give her some tips .,white
I'll definitely try to make it the next time .,white
I'll tell you all about it next Monday .,yellow
"Right , a disco is a place where people dance according to nonstop recorded music ...",yellow
Look at the icon in the bottom corner of your screen . Is it flashing ?,black
And this kind of weather is rare for the season either .,yellow
I want to change my hairstyle . What would you suggest ?,green
"Well , yes . But surely you like a girl with a nice figure .",white
I am not wrong ! The chicken came first !,white
You got it . __eou__,white
Her new girlfriend is a far cry from Ann . She is like a breath of fresh air .,black
She is so stupid .,red
"Yes . Today is Tuesday , so the boss went off to his MBA seminar class . He is out of the office every Tuesday and Thursday mornings , and he has classes all day Saturday and Sunday .",black
I do want to meet with you and take a look at your catalogue . We ’ re redecorating and are going to add some things .,black
"Oh , how wonderful ! __eou__",yellow
"I guess that explains why you are afraid of flying , but public speaking is not that bad .",white
My gosh ! How romantic ! When's the big day ?,yellow
How do you like this dress ?,white
I ’ m sure I can get it from another library .,green
Yes . At first sight .,yellow
"I know that , but making a lot of money makes me crazy .",white
I dare you to say that again . __eou__,red
Let ’ s have a try . __eou__,white
You know I often have to work far into the night . I need smoking to keep me awake .,black
"He treats everyone pretty badly , but the way he treats me really takes the cake !",red
Not very long from the looks of it !,red
I can ’ t believe it ! I have all my important personal documents stored in that computer . It ’ s no laughing matter .,red
"Alright , then let's take an umbrella . Is your brother coming with us ?",yellow
Vince says he can't afford anybody else . We're got to come through .,white
Your Rose is a fool .,red
"Well , it's a special day . They say if you survive the first year , the rest is smooth sailing .",yellow
I'm sorry we don't ship overseas . It's too much trouble .,red
I ’ m sorry that you didn ’ t get in .,red
"Okay , I'll have everything prepared for you when you get here .",yellow
See you around !,white
I think you'd better take her advice since health is the greatest wealth .,green
Hi . My name is Dolma .,yellow
"It is good to have goals in life . If California doesn't work out , come and visit me in Korea , OK ?",black
Oooo ... gross ... you're sweating all over the place .,red
Yes and maybe a jacket in case it gets cool . __eou__,green
"Sure , I've picked up a few things from travelling around for work . Why ?",green
Sorry to trouble you . But I don't think this fish is fresh . It actually tastes a bit off .,red
"How about we hook up for lunch at 12:00 , and then go see the movie afterwards .",yellow
You mean stuff like tampons and sanitary napkins ?,green
"Yes , it's very interesting .",white
I see . What ’ s it like there ?,yellow
"Oh , any chance of a table by the window ? My wife loves the bird's eye view . As it's her birthday , I want it to be a celebration .",yellow
so that's why it ’ s hard to have a happy marriage with a foreigner .,black
"I'm very happy to meet you . You're from the United States , aren't you ?",yellow
Sure . Any particular model ?,green
"Oh , here ’ s one . It ’ s looks like its in this neighborhood , $ 600 a month . That ’ s not to bad .",green
"I'm sorry , it was too cold , and my car couldn't start . I had one to the garage with the heater . I tried to call you , but you couldn't get connection .",red
"Let's do this . Since I'm not sure when I'll get a chance to read the material , why don't I give you a call if I have any questions . Now , I'm really sorry , but I have to get going to this meeting .",black
Schedule an appointment with a counselor and you can get more information . Would that work for you ?,black
"Aha , but how do you prevent it coming into your life and taking oversour evenings and at the same time perhaps get . . . get out of thetelevision some of the sort of best things ... best programmes that ... that undoubtedly are on television ?",green
Joan is a thorough drag !,red
The skirt looks beautiful . Can I try it on ?,green
You mean I won't get a raise until recession ends ?,red
"Graham , why are you always on the phone with Jane ?",black
"The skateboard does not pollute the air , either . It can be used as a tool to ride instead of walk . __eou__",green
"Sorry , things on sale are not allowed to be refunded or exchanged .",red
"Cooking is a hobby with me . I'm always trying to think up new recipes . I hope you like the soup . It's kind of a specialty of mine , so I hope you enjoy it .",yellow
Maybe that ’ s what I'll do . Thanks a lot .,green
We are putting together a birthday party for Mary .,yellow
Maybe you're right . I have been too lazy lately . __eou__,green
"Darn ! Oh , well . I guess it ’ s just not my day . Thanks anyway .",red
that seems like an awful waste ! Why don't people order fewer dishes so that they don't have to throw so much away at the end of the meal ?,red
Probably we can put one on that counter . And we can put one on the floor by the bed . Over there .,green
"Oh , Mary , come in , please . I'm so happy to see you .",yellow
It seems that you don't like him .,white
But very much quicker . But I know we'll never agree on this subject . You prefer the car . I prefer the train .,green
I can't bear you anymore . I am sick of your drinking . I am divorcing you .,red
"No , they got engaged .",white
"Last weekend , while they were on the Sik trip .",white
"That's easy . It's .. er . Venus . NO . Pluto . No . Wait a minute . It's Anthe tip of my tongue . Oh dear , what is the nearest planet to the sun ? __eou__",green
"Oh , Miss Anna ! That's too hard ! I won't be here long . __eou__",yellow
Ohhhh ! __eou__,red
"I use short messages quite a lot . If it's not too complicated I will send a short message , which can save much phone charge .",white
OK . Let's take a walk and look for a shop that does . __eou__,green
That ’ s great . Those athletes must train for years to get into peak physical condition . They must be terribly disappointed if they don ’ t win .,yellow
"Let's meet half way , 20 yuan , OK ?",green
That's all ?,white
"If you had a box made in the ' 20s , that would be nice .",green
"The doctors and the nurses will help you . And I will be waiting for you right here , praying for you and our baby .",black
Exercise . The morning hours are the most precious period within a single day . We should not pass them up easily . Seize the time and do something useful .,green
"How typical , when are you ever going to use a silver tea set ? Fine ! I don ’ t want to drag this out any longer than necessary . What ’ s next ? What about these old photographs ?",black
"Instead , I sit down and have a good snack like a piece of fruit between meals .",green
"Oh , I see.Glad to see you here .",yellow
He must be very easy-going .,white
"Well , you know I studied marketing in America.So maybe the thought of going back there to promote our brand is kind of exciting to me . I'd love to be part of the team .",yellow
"No , not now . I have found a part-time job . So perhaps I can help my family to come over the difficulties .",black
"Well , hang in there . In twenty years , you ’ ll fell it was well worth it ! __eou__",white
"Oh my God , that's great !",yellow
"Yeah ? All right . Thanks , Susan .",white
That's exactly why my business is doing so well !,yellow
I really feel sorry for that rhumba boy if he ever identifies himself .,red
The government will never fulfill their promise .,white
Smells like you're baking something . What are those ?,green
What do we need ? Let ’ s make a list .,green
I've got it . I think I will wear a white shirt with a tie . Thank you for your suggestions . __eou__,white
"The five dolls are sold together as a set , and they're priced according to the size . The bigger they are the more expensive .",yellow
How about a party at home ? That way we can get together and celebrate it .,yellow
Yes . I bought two boxed of chocolate – one for me and one for you !,yellow
Good ! I am really thirsty . You know it really is hot outside !,yellow
"That is an excellent choice , and I could bring you your salads now or bring them with your dinner .",green
I ’ m so lucky . You only get a chance like this once in a blue moon ! Thanks honey ! __eou__,yellow
"Bad news , I'm afraid . Our supplier has gone bust . The parts you ordered have arrived at the docks but the handling agent won't release them until someone pays the invoice . We also need to arrange transport to the factory .",black
"In a word , cockroaches !",red
"Yes , I have studied in an English training program and a computer training program since I graduated from university . I am currently studying Finance at a training school . __eou__",black
"Well , that's it . 7 appointments in Paris at beginning of next week , and 4 in Frankfurt at the end of the week .",black
Shall we go out tomorrow then ?,white
I apologize . This should not have to be this way .,red
"I said , This is Pauline's mother . Please don ’ t telephone my daughter again !",red
That sounds delicious and nutritious .,green
That ’ s exactly what they did .,red
The problem is that many poor people might suffer . __eou__,red
What a washing machine ! It ’ s getting worse today . Look ! Now it doesn ’ t work at all . I think I need a new one .,red
"That's right . OK , let's move on . __eou__",yellow
